seqName	start	ende	direction	type1	type2	Name	product	locus_tag
NC_003112.2	579248	580321	-	CDS	gene	NMB_RS02835	NnrS family protein	NMB0552
NC_003112.2	580369	581325	-	CDS	pseudogene	NMB_RS02840	IS110 family transposase	NMB0553
NC_003112.2	582560	584488	-	CDS	gene	dnaK	molecular chaperone DnaK	NMB0554
NC_003112.2	584696	584968	-	CDS	gene	NMB_RS02850	hypothetical protein	NMB0555
NC_003112.2	585156	585842	+	CDS	gene	NMB_RS02855	helix-turn-helix transcriptional regulator	NMB0556
NC_003112.2	585974	586312	+	CDS	gene	erpA	iron-sulfur cluster insertion protein ErpA	NMB0557
NC_003112.2	586329	586475	+	CDS	gene	NMB_RS11320	hypothetical protein	
NC_003112.2	586472	586936	+	CDS	gene	NMB_RS02865	hypothetical protein	NMB0558
NC_003112.2	586971	588482	+	CDS	gene	ubiB	ubiquinone biosynthesis regulatory protein kinase UbiB	NMB0559
NC_003112.2	588839	589657	-	CDS	gene	cysE	serine O-acetyltransferase	NMB0560
NC_003112.2	589841	590419	+	CDS	gene	grpE	nucleotide exchange factor GrpE	NMB0561
NC_003112.2	590696	590911	-	CDS	gene	nqrM	(Na+)-NQR maturation NqrM	NMB0562
NC_003112.2	590937	591992	-	CDS	gene	NMB_RS02890	FAD:protein FMN transferase	NMB0563
NC_003112.2	592145	593362	-	CDS	gene	nqrF	NADH:ubiquinone reductase (Na(+)-transporting) subunit F	NMB0564
NC_003112.2	593376	593969	-	CDS	gene	nqrE	NADH:ubiquinone reductase (Na(+)-transporting) subunit E	NMB0565
NC_003112.2	593973	594599	-	CDS	gene	NMB_RS02905	NADH:ubiquinone reductase (Na(+)-transporting) subunit D	NMB0566
NC_003112.2	594599	595375	-	CDS	gene	NMB_RS02910	Na(+)-translocating NADH-quinone reductase subunit C	NMB0567
NC_003112.2	595368	596600	-	CDS	gene	NMB_RS02915	NADH:ubiquinone reductase (Na(+)-transporting) subunit B	NMB0568
NC_003112.2	596603	597946	-	CDS	gene	NMB_RS02920	Na(+)-translocating NADH-quinone reductase subunit A	NMB0569
NC_003112.2	598296	599717	-	CDS	gene	NMB_RS02925	sodium:proton antiporter	NMB0570
NC_003112.2	600078	600437	-	CDS	gene	NMB_RS02930	YbaN family protein	NMB0571
NC_003112.2	600434	601030	-	CDS	gene	NMB_RS02935	DUF1415 domain-containing protein	NMB0572
NC_003112.2	601086	601568	-	CDS	gene	NMB_RS02940	Lrp/AsnC family transcriptional regulator	NMB0573
NC_003112.2	601771	601868	+	NA	riboswitch			
NC_003112.2	601842	602108	-	CDS	gene	NMB_RS02945	hypothetical protein	
NC_003112.2	602079	603179	+	CDS	gene	gcvT	glycine cleavage system aminomethyltransferase GcvT	NMB0574
NC_003112.2	603326	603727	+	CDS	gene	gcvH	glycine cleavage system protein GcvH	NMB0575
NC_003112.2	603879	605126	+	CDS	gene	NMB_RS02960	glutamyl-tRNA reductase	NMB0576
NC_003112.2	605335	605568	+	CDS	pseudogene	NMB_RS02965	hypothetical protein	
NC_003112.2	605453	605827	+	CDS	pseudogene	NMB_RS02970	NosR	NMB0577
NC_003112.2	605830	607062	+	CDS	pseudogene	nosD	nitrous oxide reductase family maturation protein NosD	NMB0578
NC_003112.2	607090	607740	+	CDS	gene	NMB_RS02980	ABC transporter ATP-binding protein	NMB0579
NC_003112.2	607697	607882	+	CDS	gene	NMB_RS02985	hypothetical protein	
NC_003112.2	607879	608373	+	CDS	gene	NMB_RS02990	nitrous oxide reductase accessory protein NosL	NMB0580
NC_003112.2	608461	610122	-	CDS	gene	NMB_RS02995	electron transfer flavoprotein-ubiquinone oxidoreductase	NMB0581
NC_003112.2	610252	610794	-	CDS	gene	NMB_RS03000	C39 family peptidase	NMB0582
NC_003112.2	612020	612658	-	CDS	gene	NMB_RS03005	IS1595-like element ISNme4 family transposase	NMB0583
NC_003112.2	613279	614094	+	CDS	gene	NMB_RS03010	FrpC operon protein	NMB0584
NC_003112.2	614111	618019	+	CDS	gene	NMB_RS03015	iron-regulated protein FrpA	NMB0585
NC_003112.2	618299	619213	-	CDS	gene	NMB_RS03020	metal ABC transporter substrate-binding protein	NMB0586
NC_003112.2	619290	620165	-	CDS	gene	NMB_RS03025	metal ABC transporter permease	NMB0587
NC_003112.2	620189	620944	-	CDS	gene	NMB_RS03030	metal ABC transporter ATP-binding protein	NMB0588
NC_003112.2	621235	621600	-	CDS	gene	rplS	50S ribosomal protein L19	NMB0589
NC_003112.2	621616	622365	-	CDS	gene	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	NMB0590
NC_003112.2	622365	622874	-	CDS	gene	rimM	ribosome maturation factor RimM	NMB0591
NC_003112.2	622890	623135	-	CDS	gene	rpsP	30S ribosomal protein S16	NMB0592
NC_003112.2	623180	625606	-	CDS	gene	NMB_RS03055	bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase	NMB0593
NC_003112.2	625724	627130	-	CDS	gene	NMB_RS03060	HAMP domain-containing histidine kinase	NMB0594
NC_003112.2	627144	627821	-	CDS	gene	NMB_RS03065	response regulator transcription factor	NMB0595
NC_003112.2	628011	629825	-	CDS	gene	NMB_RS03070	O-antigen ligase C-terminal domain-containing protein	NMB0596
NC_003112.2	629815	630168	-	CDS	gene	NMB_RS03075	DUF2069 domain-containing protein	NMB0597
NC_003112.2	630177	630785	-	CDS	gene	NMB_RS03080	septum formation inhibitor Maf	NMB0598
NC_003112.2	630838	631608	-	CDS	gene	tatC	twin-arginine translocase subunit TatC	NMB0599
NC_003112.2	631622	632308	-	CDS	gene	tatB	twin-arginine translocase subunit TatB	NMB0600
NC_003112.2	632312	632515	-	CDS	gene	tatA	Sec-independent protein translocase subunit TatA	NMB0601
NC_003112.2	632562	632885	-	CDS	gene	NMB_RS03100	histidine triad nucleotide-binding protein	NMB0602
NC_003112.2	632957	633280	-	CDS	gene	NMB_RS03105	phosphoribosyl-ATP diphosphatase	NMB0603
NC_003112.2	633421	634485	-	CDS	gene	NMB_RS03110	2%2C3-butanediol dehydrogenase	NMB0604
NC_003112.2	635034	636143	-	CDS	gene	NMB_RS03115	histone deacetylase family protein	NMB0605
NC_003112.2	636271	636537	+	CDS	gene	yajC	preprotein translocase subunit YajC	NMB0606
NC_003112.2	636749	638602	+	CDS	gene	secD	protein translocase subunit SecD	NMB0607
NC_003112.2	638606	639541	+	CDS	gene	secF	protein translocase subunit SecF	NMB0608
NC_003112.2	639764	640033	+	CDS	gene	rpsO	30S ribosomal protein S15	NMB0609
NC_003112.2	640414	641538	+	CDS	gene	potA	polyamine ABC transporter ATP-binding protein	NMB0610
NC_003112.2	641554	642519	+	CDS	gene	NMB_RS03145	ABC transporter permease subunit	NMB0611
NC_003112.2	642519	643406	+	CDS	gene	NMB_RS03150	ABC transporter permease subunit	NMB0612
NC_003112.2	643532	644827	+	CDS	gene	NMB_RS03155	FAD-binding oxidoreductase	NMB0614
NC_003112.2	644805	644996	+	CDS	pseudogene	NMB_RS03160	hypothetical protein	
NC_003112.2	645072	646376	-	CDS	gene	NMB_RS03165	ammonium transporter	NMB0615
NC_003112.2	646904	647308	-	CDS	gene	NMB_RS03170	hypothetical protein	NMB0616
NC_003112.2	647614	648873	-	CDS	gene	rho	transcription termination factor Rho	NMB0617
NC_003112.2	649093	651477	-	CDS	gene	ppsA	phosphoenolpyruvate synthase	NMB0618
NC_003112.2	651889	652710	+	CDS	gene	NMB_RS03185	kinase/pyrophosphorylase	NMB0619
NC_003112.2	652949	653611	-	CDS	gene	NMB_RS03190	HAD family hydrolase	NMB0620
NC_003112.2	653649	654476	-	CDS	gene	NMB_RS03195	ferritin-like domain-containing protein	NMB0621
NC_003112.2	654903	655526	+	CDS	gene	lolA	outer membrane lipoprotein chaperone LolA	NMB0622
NC_003112.2	655799	656938	+	CDS	gene	NMB_RS03205	extracellular solute-binding protein	NMB0623
NC_003112.2	657071	658292	+	CDS	pseudogene	NMB_RS03210	glycosyltransferase	NMB0624
NC_003112.2	658333	658863	+	CDS	gene	NMB_RS03215	gamma carbonic anhydrase family protein	NMB0625
NC_003112.2	658897	659013	-	CDS	gene	NMB_RS03220	hypothetical protein	
NC_003112.2	659032	659219	-	CDS	pseudogene	NMB_RS03225	peptide chain release factor	
NC_003112.2	659238	660833	-	CDS	gene	NMB_RS03230	peptide chain release factor 3	NMB0626
NC_003112.2	660940	661335	-	CDS	gene	hisI	phosphoribosyl-AMP cyclohydrolase	NMB0627
NC_003112.2	661366	662133	-	CDS	gene	hisF	imidazole glycerol phosphate synthase subunit HisF	NMB0628
NC_003112.2	662146	662883	-	CDS	gene	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	NMB0629
NC_003112.2	662916	663554	-	CDS	gene	hisH	imidazole glycerol phosphate synthase subunit HisH	NMB0630
NC_003112.2	663685	665187	-	CDS	gene	pta	phosphate acetyltransferase	NMB0631
NC_003112.2	665372	666430	-	CDS	gene	NMB_RS03260	heme ABC transporter ATP-binding protein FbpC	NMB0632
NC_003112.2	666451	667968	-	CDS	gene	NMB_RS03265	heme ABC transporter permease FbpB	NMB0633
NC_003112.2	668036	669031	-	CDS	gene	NMB_RS03270	heme ABC transporter substrate-binding protein FbpA	NMB0634
NC_003112.2	669318	670283	-	CDS	gene	NMB_RS03275	IS30-like element IS1655 family transposase	NMB0635
NC_003112.2	670447	670830	-	CDS	gene	NMB_RS03280	DUF4375 domain-containing protein	NMB0636
NC_003112.2	670888	672264	-	CDS	gene	argH	argininosuccinate lyase	NMB0637
NC_003112.2	672283	673152	-	CDS	gene	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	NMB0638
NC_003112.2	673180	673779	-	CDS	gene	rdgB	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	NMB0639
NC_003112.2	673772	674005	-	CDS	gene	NMB_RS03300	hypothetical protein	NMB0640
NC_003112.2	674113	674646	-	CDS	gene	NMB_RS03305	inorganic diphosphatase	NMB0641
NC_003112.2	674747	675199	-	CDS	gene	nudB	dihydroneopterin triphosphate diphosphatase	NMB0642
NC_003112.2	675416	675492	+	exon	tRNA	NMB_RS03315	tRNA-Pro	NMBt21
NC_003112.2	675650	677476	+	CDS	gene	mafB	polymorphic toxin MafB class 2	NMB0643
NC_003112.2	677479	677943	+	CDS	gene	NMB_RS03325	hypothetical protein	NMB0644
NC_003112.2	678126	678314	+	CDS	pseudogene	NMB_RS03330	ribonuclease	
NC_003112.2	678326	678613	+	CDS	gene	NMB_RS03335	barstar family protein	NMB0646
NC_003112.2	679109	680365	+	CDS	gene	NMB_RS03340	EndoU domain-containing protein	NMB0647
NC_003112.2	680393	680815	+	CDS	gene	NMB_RS03345	hypothetical protein	NMB0648
NC_003112.2	681006	681230	+	CDS	gene	NMB_RS03350	HNH endonuclease	NMB0649
NC_003112.2	681233	681622	+	CDS	gene	NMB_RS03355	hypothetical protein	NMB0650
NC_003112.2	681723	682112	+	CDS	gene	NMB_RS03360	hypothetical protein	NMB0651
NC_003112.2	682235	683176	+	CDS	gene	mafA	adhesin MafA	NMB0652
NC_003112.2	683180	684448	+	CDS	gene	mafB	polymorphic toxin MafB class 1	NMB0653
NC_003112.2	684451	684768	+	CDS	gene	NMB_RS03375	hypothetical protein	NMB0654
NC_003112.2	684903	685610	+	CDS	gene	NMB_RS03380	HINT domain-containing protein	NMB0655
NC_003112.2	685636	685965	+	CDS	gene	NMB_RS03385	hypothetical protein	NMB0656
NC_003112.2	686382	686783	+	CDS	gene	NMB_RS03390	hypothetical protein	NMB0659
NC_003112.2	686965	687354	+	CDS	gene	NMB_RS03395	hypothetical protein	NMB0660
NC_003112.2	687395	688852	-	CDS	gene	NMB_RS03400	potassium transporter Trk	NMB0661
NC_003112.2	688867	689695	-	CDS	pseudogene	NMB_RS03405	symmetrical bis(5'-nucleosyl)-tetraphosphatase	
NC_003112.2	689773	690162	-	CDS	gene	NMB_RS03410	RidA family protein	NMB0662
NC_003112.2	690298	690822	-	CDS	gene	nspA	outer membrane beta-barrel protein NspA	NMB0663
NC_003112.2	690993	691187	-	CDS	gene	NMB_RS03420	hypothetical protein	NMB0664
NC_003112.2	691407	692582	-	CDS	gene	NMB_RS03425	oxygen-independent coproporphyrinogen III oxidase-like protein	NMB0665
NC_003112.2	692639	695101	-	CDS	gene	ligA	NAD-dependent DNA ligase LigA	NMB0666
NC_003112.2	695312	696598	-	CDS	gene	NMB_RS03435	cell division protein ZipA	NMB0667
NC_003112.2	696816	697388	-	CDS	gene	ampD	1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	NMB0668
NC_003112.2	697472	698467	+	CDS	gene	mltG	endolytic transglycosylase MltG	NMB0669
NC_003112.2	698527	699147	+	CDS	gene	NMB_RS03450	dTMP kinase	NMB0670
NC_003112.2	699369	700649	+	CDS	gene	NMB_RS03455	malic enzyme	NMB0671
NC_003112.2	700711	700914	-	CDS	pseudogene	NMB_RS03460	hypothetical protein	
NC_003112.2	700885	701156	+	CDS	pseudogene	NMB_RS03465	hypothetical protein	
NC_003112.2	701196	702230	+	CDS	gene	NMB_RS03470	tetraacyldisaccharide 4'-kinase	NMB0672
NC_003112.2	702436	703017	+	CDS	gene	NMB_RS03475	DUF2059 domain-containing protein	NMB0673
NC_003112.2	703086	703268	+	CDS	gene	NMB_RS03480	Trm112 family protein	NMB0674
NC_003112.2	703265	704026	+	CDS	gene	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	NMB0675
NC_003112.2	704049	704366	+	CDS	pseudogene	NMB_RS03490	3-deoxy-manno-octulosonate cytidylyltransferase	NMB0676
NC_003112.2	704471	704668	+	CDS	gene	NMB_RS03495	hypothetical protein	
NC_003112.2	704825	704917	+	exon	tRNA	NMB_RS03500	tRNA-Ser	NMBt22
NC_003112.2	704992	705177	+	CDS	pseudogene	NMB_RS03505	hypothetical protein	
NC_003112.2	705342	706127	+	CDS	gene	NMB_RS03510	tryptophan synthase subunit alpha	NMB0678
NC_003112.2	706165	707037	+	CDS	gene	NMB_RS03515	acetyl-CoA carboxylase carboxyltransferase subunit beta	NMB0679
NC_003112.2	707097	707708	-	CDS	gene	NMB_RS03520	cryptic protein cnp1	NMB0680
NC_003112.2	707817	708041	+	CDS	gene	NMB_RS03525	sulfurtransferase TusA family protein	NMB0681
NC_003112.2	708097	708330	+	CDS	gene	NMB_RS03530	hypothetical protein	
NC_003112.2	708404	709438	+	CDS	gene	pyrC	dihydroorotase	NMB0682
NC_003112.2	709806	710231	-	CDS	gene	nusB	transcription antitermination factor NusB	NMB0683
NC_003112.2	710309	710785	-	CDS	gene	NMB_RS03545	6%2C7-dimethyl-8-ribityllumazine synthase	NMB0684
NC_003112.2	710833	711156	-	CDS	gene	NMB_RS03550	DUF2185 domain-containing protein	NMB0685
NC_003112.2	711323	712042	+	CDS	gene	rnc	ribonuclease III	NMB0686
NC_003112.2	712090	713013	+	CDS	gene	NMB_RS03560	GTPase Era	NMB0687
NC_003112.2	714856	715482	-	CDS	gene	NMB_RS03565	phosphoribosylanthranilate isomerase	NMB0688
NC_003112.2	715541	716032	-	CDS	gene	greB	transcription elongation factor GreB	NMB0689
NC_003112.2	716132	717676	-	CDS	gene	purF	amidophosphoribosyltransferase	NMB0690
NC_003112.2	717989	718486	-	CDS	gene	NMB_RS03580	CvpA family protein	NMB0691
NC_003112.2	718479	719477	-	CDS	gene	ftsN	cell division protein FtsN	NMB0692
NC_003112.2	719490	720764	-	CDS	gene	folC	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	NMB0693
NC_003112.2	720795	721241	-	CDS	gene	NMB_RS03595	transcriptional regulator FolI	NMB0694
NC_003112.2	721246	721605	-	CDS	gene	NMB_RS03600	hypothetical protein	NMB0695
NC_003112.2	721678	722406	-	CDS	gene	NMB_RS03605	amino acid ABC transporter ATP-binding protein	NMB0696
NC_003112.2	722579	723358	-	CDS	gene	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	NMB0697
NC_003112.2	723555	724244	+	CDS	gene	NMB_RS03615	DNA glycosylase	NMB0698
NC_003112.2	724327	725529	+	CDS	gene	trpB	tryptophan synthase subunit beta	NMB0699
NC_003112.2	725708	731155	-	CDS	gene	iga	IgA-specific serine endopeptidase autotransporter	NMB0700
NC_003112.2	732422	734641	+	CDS	gene	NMB_RS03630	DNA internalization-related competence protein ComEC/Rec2	NMB0702
NC_003112.2	734869	735672	-	CDS	gene	NMB_RS03635	outer membrane protein assembly factor BamD	NMB0703
NC_003112.2	735671	736795	+	CDS	gene	rluD	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	NMB0704
NC_003112.2	736948	737895	-	CDS	gene	NMB_RS03645	bile acid:sodium symporter family protein	NMB0705
NC_003112.2	738455	739234	+	CDS	gene	pgeF	peptidoglycan editing factor PgeF	NMB0706
NC_003112.2	739286	739765	+	CDS	gene	NMB_RS03655	hypothetical protein	NMB0707
NC_003112.2	739767	740765	+	CDS	gene	NMB_RS03660	DNA polymerase III subunit delta	NMB0708
NC_003112.2	740886	741305	+	CDS	gene	NMB_RS03665	hypothetical protein	NMB0709
NC_003112.2	741381	741896	+	CDS	gene	NMB_RS03670	RDD family protein	NMB0710
NC_003112.2	741980	742864	-	CDS	gene	NMB_RS03675	YicC family protein	NMB0711
NC_003112.2	743348	744211	-	CDS	gene	rpoH	RNA polymerase sigma factor RpoH	NMB0712
NC_003112.2	744476	746020	-	CDS	gene	lnt	apolipoprotein N-acyltransferase	NMB0713
NC_003112.2	746083	746451	-	CDS	gene	NMB_RS03690	DUF808 family protein	
NC_003112.2	746523	746822	+	CDS	gene	NMB_RS03695	hypothetical protein	
NC_003112.2	747005	747325	+	CDS	gene	NMB_RS03700	hypothetical protein	NMB0715
NC_003112.2	747478	747768	+	CDS	gene	NMB_RS03705	hypothetical protein	NMB0716
NC_003112.2	747831	748232	-	CDS	gene	NMB_RS03710	cytochrome c	NMB0717
NC_003112.2	748528	749538	-	CDS	gene	NMB_RS03715	ferrochelatase	NMB0718
NC_003112.2	749620	750735	-	CDS	gene	tgt	tRNA guanosine(34) transglycosylase Tgt	NMB0719
NC_003112.2	750914	750990	+	exon	tRNA	NMB_RS03725	tRNA-Val	NMBt23
NC_003112.2	751043	752956	+	CDS	gene	thrS	threonine--tRNA ligase	NMB0720
NC_003112.2	752962	753495	+	CDS	gene	infC	translation initiation factor IF-3	NMB0721
NC_003112.2	753642	753839	+	CDS	gene	rpmI	50S ribosomal protein L35	NMB0722
NC_003112.2	753852	754211	+	CDS	gene	rplT	50S ribosomal protein L20	NMB0723
NC_003112.2	754557	755549	+	CDS	gene	pheS	phenylalanine--tRNA ligase subunit alpha	NMB0724
NC_003112.2	755732	756790	+	CDS	gene	NMB_RS03755	DNA cytosine methyltransferase	NMB0725
NC_003112.2	756793	758262	+	CDS	gene	NMB_RS03760	type II restriction endonuclease	NMB0726
NC_003112.2	758259	758909	+	CDS	gene	NMB_RS03765	site-specific DNA-methyltransferase	NMB0727
NC_003112.2	758934	761297	+	CDS	gene	NMB_RS03770	phenylalanine--tRNA ligase subunit beta	NMB0728
NC_003112.2	761371	761673	+	CDS	gene	NMB_RS03775	integration host factor subunit alpha	NMB0729
NC_003112.2	761657	761965	+	CDS	gene	NMB_RS03780	hypothetical protein	
NC_003112.2	762295	762780	+	CDS	gene	fxsA	membrane protein FxsA	NMB0730
NC_003112.2	762792	762986	+	CDS	pseudogene	NMB_RS03790	hypothetical protein	
NC_003112.2	763040	763267	+	CDS	gene	NMB_RS03795	hypothetical protein	NMB0731
NC_003112.2	763597	764898	+	CDS	gene	bioA	adenosylmethionine--8-amino-7-oxononanoate transaminase	NMB0732
NC_003112.2	764895	765542	+	CDS	gene	bioD	ATP-dependent dethiobiotin synthetase BioD	NMB0733
NC_003112.2	765557	766033	+	CDS	gene	NMB_RS03810	chorismate lyase	NMB0734
NC_003112.2	766063	766953	+	CDS	gene	ubiA	4-hydroxybenzoate octaprenyltransferase	NMB0735
NC_003112.2	767138	767587	+	CDS	gene	ptsN	PTS IIA-like nitrogen regulatory protein PtsN	NMB0736
NC_003112.2	767589	768551	+	CDS	gene	NMB_RS03825	HPr kinase/phosphorylase	NMB0737
NC_003112.2	768532	769386	+	CDS	gene	rapZ	RNase adapter RapZ	NMB0738
NC_003112.2	769467	770393	+	CDS	pseudogene	ylqF	ribosome biogenesis GTPase YlqF	
NC_003112.2	770508	771109	+	CDS	pseudogene	NMB_RS03840	SMC-Scp complex subunit ScpB	
NC_003112.2	771293	772966	+	CDS	gene	recN	DNA repair protein RecN	NMB0740
NC_003112.2	773076	773152	+	exon	tRNA	NMB_RS03850	tRNA-Arg	NMBt24
NC_003112.2	773170	773244	+	exon	tRNA	NMB_RS03855	tRNA-Glu	NMBt25
NC_003112.2	773983	775602	-	CDS	gene	mnmC	FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC	NMB0741
NC_003112.2	775722	776081	+	CDS	gene	NMB_RS03865	DUF971 domain-containing protein	NMB0742
NC_003112.2	776135	776872	+	CDS	gene	ubiE	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1%2C4-benzoquinol methylase UbiE	NMB0743
NC_003112.2	777092	777571	+	CDS	gene	NMB_RS03875	pyridoxamine 5'-phosphate oxidase family protein	NMB0744
NC_003112.2	777697	778191	-	CDS	gene	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	NMB0745
NC_003112.2	778201	778575	-	CDS	gene	NMB_RS03885	SirB2 family protein	NMB0746
NC_003112.2	778629	779195	-	CDS	gene	NMB_RS03890	class I SAM-dependent methyltransferase	NMB0747
NC_003112.2	779280	779573	-	CDS	gene	hfq	RNA chaperone Hfq	NMB0748
NC_003112.2	779702	780652	-	CDS	gene	NMB_RS03900	serine hydrolase	NMB0749
NC_003112.2	780961	781401	+	CDS	gene	NMB_RS03905	peroxiredoxin	NMB0750
NC_003112.2	781453	782328	+	CDS	gene	xerD	site-specific tyrosine recombinase XerD	NMB0751
NC_003112.2	782500	782700	+	CDS	gene	NMB_RS03915	bacterioferritin-associated ferredoxin	NMB0752
NC_003112.2	782866	783099	+	CDS	gene	NMB_RS03920	glutaredoxin family protein	NMB0753
NC_003112.2	783600	784436	-	CDS	pseudogene	rfbD	dTDP-4-dehydrorhamnose reductase	NMB0756
NC_003112.2	784636	785499	+	CDS	gene	NMB_RS03930	phosphoribosylaminoimidazolesuccinocarboxamide synthase	NMB0757
NC_003112.2	785736	787856	+	CDS	gene	pnp	polyribonucleotide nucleotidyltransferase	NMB0758
NC_003112.2	787929	788597	-	CDS	gene	NMB_RS03940	sulfite exporter TauE/SafE family protein	NMB0759
NC_003112.2	788611	788907	-	CDS	gene	NMB_RS03945	hypothetical protein	
NC_003112.2	789044	789895	+	CDS	gene	dapF	diaminopimelate epimerase	NMB0760
NC_003112.2	789892	790497	+	CDS	gene	NMB_RS03955	hypothetical protein	
NC_003112.2	790691	791623	+	CDS	gene	cysK	cysteine synthase A	NMB0763
NC_003112.2	792086	792991	+	CDS	gene	NMB_RS03965	DMT family transporter	NMB0764
NC_003112.2	793147	794166	-	CDS	gene	lepB	signal peptidase I	NMB0765
NC_003112.2	794309	796102	-	CDS	gene	lepA	elongation factor 4	NMB0766
NC_003112.2	796246	796947	-	CDS	gene	NMB_RS03980	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	NMB0767
NC_003112.2	797133	798245	+	CDS	gene	NMB_RS03985	PilT/PilU family type 4a pilus ATPase	NMB0768
NC_003112.2	798279	799256	+	CDS	gene	NMB_RS03990	DNA polymerase III subunit delta'	NMB0769
NC_003112.2	799260	799610	+	CDS	gene	NMB_RS03995	pilus assembly protein PilZ	NMB0770
NC_003112.2	799615	800394	+	CDS	gene	NMB_RS04000	TatD family hydrolase	NMB0771
NC_003112.2	800420	800635	+	CDS	gene	NMB_RS04005	DUF333 domain-containing protein	NMB0772
NC_003112.2	800736	801047	+	CDS	gene	grxD	Grx4 family monothiol glutaredoxin	NMB0773
NC_003112.2	801153	801779	+	CDS	gene	upp	uracil phosphoribosyltransferase	NMB0774
NC_003112.2	801802	802122	+	CDS	gene	NMB_RS04020	DUF2322 family protein	NMB0775
NC_003112.2	802373	802792	+	CDS	gene	NMB_RS04025	hypothetical protein	NMB0776
NC_003112.2	802813	803574	+	CDS	gene	NMB_RS04030	uroporphyrinogen-III synthase	NMB0777
NC_003112.2	803589	804923	+	CDS	gene	NMB_RS04035	uroporphyrinogen-III C-methyltransferase	NMB0778
NC_003112.2	804920	806143	+	CDS	gene	NMB_RS04040	heme biosynthesis protein HemY	NMB0779
NC_003112.2	806176	806616	+	CDS	gene	NMB_RS04045	hypothetical protein	NMB0780
NC_003112.2	806770	807834	+	CDS	gene	NMB_RS04050	uroporphyrinogen decarboxylase	NMB0781
NC_003112.2	807822	807992	-	CDS	gene	NMB_RS04055	hypothetical protein	
NC_003112.2	808005	809399	+	CDS	gene	radA	DNA repair protein RadA	NMB0782
NC_003112.2	809675	810154	-	CDS	gene	NMB_RS04065	DUF302 domain-containing protein	NMB0783
NC_003112.2	810396	810755	-	CDS	gene	NMB_RS04070	rhodanese-like domain-containing protein	NMB0784
NC_003112.2	810794	814408	-	CDS	gene	recB	exodeoxyribonuclease V subunit beta	NMB0785
NC_003112.2	814488	815396	-	CDS	gene	NMB_RS04080	Dyp-type peroxidase	NMB0786
NC_003112.2	815684	816508	+	CDS	gene	NMB_RS04085	amino acid ABC transporter substrate-binding protein	NMB0787
NC_003112.2	816498	817214	+	CDS	gene	NMB_RS04090	amino acid ABC transporter permease	NMB0788
NC_003112.2	817224	817979	+	CDS	gene	NMB_RS04095	amino acid ABC transporter ATP-binding protein	NMB0789
NC_003112.2	817999	819381	-	CDS	gene	NMB_RS04100	phosphomannomutase/phosphoglucomutase	NMB0790
NC_003112.2	819548	820057	-	CDS	gene	NMB_RS04105	peptidylprolyl isomerase	NMB0791
NC_003112.2	820176	821591	-	CDS	gene	NMB_RS04110	SLC13 family permease	NMB0792
NC_003112.2	821822	822184	-	CDS	gene	vanZ	VanZ family protein	NMB0794
NC_003112.2	822181	822387	-	CDS	gene	NMB_RS04120	dioxygenase	
NC_003112.2	822448	823026	-	CDS	gene	pth	aminoacyl-tRNA hydrolase	NMB0795
NC_003112.2	823079	823357	-	CDS	gene	NMB_RS04130	RnfH family protein	NMB0796
NC_003112.2	823350	823781	-	CDS	gene	NMB_RS04135	type II toxin-antitoxin system RatA family toxin	NMB0797
NC_003112.2	824003	825970	-	CDS	gene	NMB_RS04140	ATP-dependent zinc metalloprotease FtsH	NMB0798
NC_003112.2	826034	826654	-	CDS	gene	NMB_RS04145	RlmE family RNA methyltransferase	NMB0799
NC_003112.2	826764	827048	+	CDS	gene	yhbY	ribosome assembly RNA-binding protein YhbY	NMB0800
NC_003112.2	827231	828232	+	CDS	gene	hemB	porphobilinogen synthase	NMB0801
NC_003112.2	828295	829452	-	CDS	gene	NMB_RS04160	PLP-dependent transferase	NMB0802
NC_003112.2	829644	830417	+	CDS	gene	NMB_RS04165	GTP cyclohydrolase I FolE2	NMB0803
NC_003112.2	830527	831192	+	CDS	gene	NMB_RS04170	NAD(P)H-dependent oxidoreductase	NMB0804
NC_003112.2	831333	832298	+	CDS	gene	NMB_RS04175	IS30-like element IS1655 family transposase	NMB0805
NC_003112.2	832330	833088	-	CDS	gene	NMB_RS04180	rRNA pseudouridine synthase	NMB0806
NC_003112.2	833113	834003	-	CDS	gene	NMB_RS04185	NAD(+) kinase	NMB0807
NC_003112.2	834023	834589	-	CDS	gene	NMB_RS04190	SCP2 domain-containing protein	NMB0808
