seqName	start	ende	direction	type1	type2	Name	locus_tag	product
CP003909.1	561381	561728	-	CDS	gene	NGFG_02304	NGFG_02304	hypothetical protein
CP003909.1	562052	562768	-	CDS	gene	NGFG_01220	NGFG_01220	tRNA (guanine-N(7)-)-methyltransferase
CP003909.1	566352	568529	-	CDS	gene	NGFG_01217	NGFG_01217	heavy metal translocating P-type ATPase
CP003909.1	568668	569618	+	CDS	gene	NGFG_01216	NGFG_01216	thioredoxin-disulfide reductase
CP003909.1	569774	570142	+	CDS	gene	NGFG_01215	NGFG_01215	30S ribosomal protein S6
CP003909.1	570452	570682	+	CDS	gene	NGFG_01213	NGFG_01213	30S ribosomal protein S18
CP003909.1	570699	571151	+	CDS	gene	NGFG_01212	NGFG_01212	50S ribosomal protein L9
CP003909.1	571774	572580	-	CDS	gene	NGFG_01211	NGFG_01211	hypothetical protein
CP003909.1	572581	573327	-	CDS	gene	NGFG_01210	NGFG_01210	CDP-diacylglycerol-serine O-phosphatidyltransferase
CP003909.1	573909	574391	+	CDS	gene	NGFG_01208	NGFG_01208	hypothetical protein
CP003909.1	574438	575811	-	CDS	gene	NGFG_01207	NGFG_01207	uracil-xanthine permease
CP003909.1	575871	578309	+	CDS	gene	NGFG_01206	NGFG_01206	DNA translocase ftsK 1
CP003909.1	578508	578957	-	CDS	gene	NGFG_02305	NGFG_02305	transposase
CP003909.1	579182	580492	+	CDS	gene	NGFG_01205	NGFG_01205	trigger factor
CP003909.1	580588	581202	+	CDS	gene	NGFG_01204	NGFG_01204	ATP-dependent Clp protease proteolytic subunit
CP003909.1	581256	582521	-	CDS	gene	NGFG_01203	NGFG_01203	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
CP003909.1	582537	583298	-	CDS	gene	NGFG_01202	NGFG_01202	type IV pilus biogenesis/stability protein PilW
CP003909.1	583301	584395	-	CDS	gene	NGFG_01201	NGFG_01201	ribosomal RNA large subunit methyltransferase N
CP003909.1	584539	584964	-	CDS	gene	NGFG_01200	NGFG_01200	nucleoside diphosphate kinase
CP003909.1	585022	586173	-	CDS	gene	NGFG_01199	NGFG_01199	ATPase
CP003909.1	586703	587530	-	CDS	gene	NGFG_01198	NGFG_01198	S-formylglutathione hydrolase
CP003909.1	588799	589206	+	CDS	gene	NGFG_01196	NGFG_01196	MerR family transcriptional regulator
CP003909.1	589402	589716	-	CDS	gene	NGFG_01195	NGFG_01195	integration host factor subunit beta
CP003909.1	589727	591412	-	CDS	gene	NGFG_01194	NGFG_01194	30S ribosomal protein S1
CP003909.1	591565	592221	-	CDS	gene	NGFG_01193	NGFG_01193	cytidylate kinase
CP003909.1	592454	593824	-	CDS	gene	NGFG_01192	NGFG_01192	NSS family neurotransmitter:Na+ symporter
CP003909.1	594298	594990	-	CDS	gene	NGFG_01191	NGFG_01191	pseudouridine synthase
CP003909.1	595058	597034	-	CDS	gene	NGFG_01190	NGFG_01190	membrane-bound lytic murein transglycosylase D
CP003909.1	597213	597878	+	CDS	gene	NGFG_01189	NGFG_01189	hypothetical protein
CP003909.1	597931	598758	+	CDS	gene	NGFG_01188	NGFG_01188	formamidopyrimidine-DNA glycosylase
CP003909.1	598846	599613	+	CDS	gene	NGFG_01187	NGFG_01187	1-acyl-sn-glycerol-3-phosphate acyltransferase
CP003909.1	599876	600187	-	CDS	gene	NGFG_01186	NGFG_01186	hypothetical protein
CP003909.1	600718	602997	+	CDS	gene	NGFG_01185	NGFG_01185	ribonucleoside-diphosphate reductase subunit alpha
CP003909.1	603119	603268	+	CDS	gene	NGFG_02306	NGFG_02306	hypothetical protein
CP003909.1	603289	604443	+	CDS	gene	NGFG_01184	NGFG_01184	ribonucleoside-diphosphate reductase 1 subunit beta
CP003909.1	604564	604854	+	CDS	gene	NGFG_01183	NGFG_01183	2Fe-2S iron-sulfur cluster binding protein
CP003909.1	604895	605173	-	CDS	gene	NGFG_01182	NGFG_01182	cell division protein FtsB
CP003909.1	605341	606627	-	CDS	gene	NGFG_01181	NGFG_01181	enolase
CP003909.1	606674	607114	-	CDS	gene	NGFG_01180	NGFG_01180	hypothetical protein
CP003909.1	607129	607971	-	CDS	gene	NGFG_01179	NGFG_01179	2-dehydro-3-deoxyphosphooctonate aldolase
CP003909.1	607993	608376	-	CDS	gene	NGFG_01178	NGFG_01178	aspartate 1-decarboxylase
CP003909.1	609066	612770	-	CDS	gene	NGFG_01176	NGFG_01176	transcription-repair coupling factor
CP003909.1	612829	614382	+	CDS	gene	NGFG_01175	NGFG_01175	acyl-CoA dehydrogenase
CP003909.1	614530	615621	+	CDS	gene	NGFG_01173	NGFG_01173	lytic murein transglycosylase B
CP003909.1	615744	617750	-	CDS	gene	NGFG_01172	NGFG_01172	site-specific recombinase
CP003909.1	617973	618626	+	CDS	gene	NGFG_02307	NGFG_02307	transposase
CP003909.1	618845	621595	-	CDS	gene	NGFG_01171	NGFG_01171	DNA gyrase subunit A
CP003909.1	621693	622193	-	CDS	gene	NGFG_01170	NGFG_01170	Fe-S protein assembly co-chaperone HscB
CP003909.1	622275	622496	+	CDS	gene	NGFG_01169	NGFG_01169	alternative ribosome-rescue factor
CP003909.1	622456	622776	-	CDS	gene	NGFG_01168	NGFG_01168	iron-sulfur cluster assembly protein IscA
CP003909.1	622863	623249	-	CDS	gene	NGFG_01167	NGFG_01167	FeS cluster assembly scaffold protein
CP003909.1	623262	623729	-	CDS	gene	NGFG_01166	NGFG_01166	cell filamentation protein
CP003909.1	624067	624318	-	CDS	gene	NGFG_01165	NGFG_01165	hypothetical protein
CP003909.1	624357	625571	-	CDS	gene	NGFG_01164	NGFG_01164	cysteine desulfurase
CP003909.1	625600	626046	-	CDS	gene	NGFG_01163	NGFG_01163	iron-sulfur cluster assembly transcription factor IscR
CP003909.1	626396	627568	+	CDS	gene	NGFG_01161	NGFG_01161	L-lactate dehydrogenase
CP003909.1	627717	630491	-	CDS	gene	NGFG_01160	NGFG_01160	type III restriction enzyme
CP003909.1	632916	633836	-	CDS	gene	NGFG_01158	NGFG_01158	tRNA pseudouridine synthase B
CP003909.1	633894	634418	-	CDS	gene	NGFG_01157	NGFG_01157	hypothetical protein
CP003909.1	634429	634800	-	CDS	gene	NGFG_01156	NGFG_01156	ribosome-binding factor A
CP003909.1	634983	636227	+	CDS	gene	NGFG_01155	NGFG_01155	ATP-dependent Clp protease ATP-binding subunit ClpX
CP003909.1	636334	637527	-	CDS	gene	NGFG_01154	NGFG_01154	acetylornithine aminotransferase
CP003909.1	637931	638431	+	CDS	gene	NGFG_01153	NGFG_01153	hypothetical protein
CP003909.1	638516	639070	+	CDS	gene	NGFG_01152	NGFG_01152	lipoprotein
CP003909.1	639635	641023	-	CDS	gene	NGFG_01150	NGFG_01150	ATP-dependent RNA helicase
CP003909.1	641234	642298	+	CDS	gene	NGFG_01149	NGFG_01149	23S rRNA (-C5)-methyltransferase
CP003909.1	642350	642682	-	CDS	gene	NGFG_01148	NGFG_01148	thioredoxin
CP003909.1	642980	643453	+	CDS	gene	NGFG_01146	NGFG_01146	hypothetical protein
CP003909.1	643524	644315	-	CDS	gene	NGFG_01145	NGFG_01145	NAD+ synthetase
CP003909.1	644542	645897	+	CDS	gene	NGFG_01144	NGFG_01144	exodeoxyribonuclease 7 large subunit
CP003909.1	646397	647938	+	CDS	gene	NGFG_01143	NGFG_01143	oxalate/formate antiporter
CP003909.1	647997	649046	-	CDS	gene	NGFG_01141	NGFG_01141	pseudouridine synthase
CP003909.1	649267	649899	+	CDS	gene	NGFG_01139	NGFG_01139	pyridoxine/pyridoxamine 5'-phosphate oxidase
CP003909.1	650029	651039	-	CDS	gene	NGFG_01138	NGFG_01138	CDP-4-dehydro-6-deoxyglucose reductase
CP003909.1	651266	652696	-	CDS	gene	NGFG_01137	NGFG_01137	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
CP003909.1	652739	653671	-	CDS	gene	NGFG_01136	NGFG_01136	hypothetical protein
CP003909.1	653668	655113	-	CDS	gene	NGFG_01135	NGFG_01135	glutamyl-tRNA(Gln) amidotransferase subunit A
CP003909.1	655176	655466	-	CDS	gene	NGFG_01134	NGFG_01134	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
CP003909.1	655616	656269	+	CDS	gene	NGFG_01133	NGFG_01133	multiple antibiotic resistance membrane protein MarC
CP003909.1	656274	657617	+	CDS	gene	NGFG_01132	NGFG_01132	aldehyde dehydrogenase
CP003909.1	657666	658094	-	CDS	gene	NGFG_01131	NGFG_01131	hypothetical protein
CP003909.1	658440	659696	-	CDS	gene	NGFG_01129	NGFG_01129	ribosomal RNA small subunit methyltransferase B
CP003909.1	659732	660580	-	CDS	gene	NGFG_01128	NGFG_01128	hypothetical protein
CP003909.1	660642	661457	-	CDS	gene	NGFG_01127	NGFG_01127	RNA methyltransferase%2C TrmH family%2C group 1
CP003909.1	661701	662486	+	CDS	gene	NGFG_01125	NGFG_01125	inositol-1-monophosphatase
CP003909.1	662604	662795	+	CDS	gene	NGFG_02308	NGFG_02308	hypothetical protein
CP003909.1	662792	663445	+	CDS	gene	NGFG_02309	NGFG_02309	transposase
CP003909.1	663473	664543	-	CDS	gene	NGFG_01123	NGFG_01123	3-isopropylmalate dehydrogenase
CP003909.1	664577	665308	-	CDS	gene	NGFG_01122	NGFG_01122	type II restriction endonuclease NlaIV
CP003909.1	665324	666595	-	CDS	gene	NGFG_01121	NGFG_01121	modification methylase NlaIV
CP003909.1	666762	667523	-	CDS	gene	NGFG_01120	NGFG_01120	3-isopropylmalate dehydratase small subunit
CP003909.1	667465	667719	-	CDS	gene	NGFG_01119	NGFG_01119	lipoprotein
CP003909.1	667814	669223	-	CDS	gene	NGFG_01118	NGFG_01118	3-isopropylmalate dehydratase large subunit
CP003909.1	669475	670824	+	CDS	gene	NGFG_01117	NGFG_01117	glutamate-cysteine ligase
CP003909.1	670947	671624	+	CDS	gene	NGFG_01116	NGFG_01116	DNA repair protein RadC
CP003909.1	671697	672422	+	CDS	gene	NGFG_01115	NGFG_01115	hypothetical protein
CP003909.1	672574	673854	+	CDS	gene	NGFG_01114	NGFG_01114	hypothetical protein
CP003909.1	673860	675038	+	CDS	gene	NGFG_01113	NGFG_01113	GTP-binding protein HflX
CP003909.1	675035	677506	+	CDS	gene	NGFG_01112	NGFG_01112	heavy metal translocating P-type ATPase
CP003909.1	678164	678940	-	CDS	gene	NGFG_01110	NGFG_01110	ferredoxin-NADP+ reductase
CP003909.1	679128	679922	-	CDS	gene	NGFG_01109	NGFG_01109	hypothetical protein
CP003909.1	679969	681378	-	CDS	gene	NGFG_01108	NGFG_01108	threonine synthase
CP003909.1	681451	681819	-	CDS	gene	NGFG_01107	NGFG_01107	lipoprotein
CP003909.1	682070	682366	-	CDS	gene	NGFG_01106	NGFG_01106	membrane protein
CP003909.1	682249	682641	-	CDS	gene	NGFG_01105	NGFG_01105	membrane protein
CP003909.1	682756	683376	-	CDS	gene	NGFG_01104	NGFG_01104	hypothetical protein
CP003909.1	685231	687153	-	CDS	gene	NGFG_01100	NGFG_01100	outer membrane autotransporter barrel domain-containing protein
CP003909.1	687110	687976	-	CDS	gene	NGFG_01099	NGFG_01099	hypothetical protein
CP003909.1	688346	688882	-	CDS	gene	NGFG_01097	NGFG_01097	hypothetical protein
CP003909.1	689153	690463	+	CDS	gene	NGFG_01096	NGFG_01096	recombination factor protein R
CP003909.1	690562	693588	+	CDS	gene	NGFG_01095	NGFG_01095	type I restriction enzyme%2C R subunit
CP003909.1	693638	693871	+	CDS	gene	NGFG_01094	NGFG_01094	hypothetical protein
CP003909.1	693918	695120	+	CDS	gene	NGFG_01093	NGFG_01093	type I restriction enzyme%2C S subunit
CP003909.1	695113	695673	+	CDS	gene	NGFG_01092	NGFG_01092	hypothetical protein
CP003909.1	695684	696526	+	CDS	gene	NGFG_01091	NGFG_01091	hypothetical protein
CP003909.1	698505	699842	-	CDS	gene	NGFG_01088	NGFG_01088	3%2C4-dihydroxy-2-butanone 4-phosphate synthase
CP003909.1	700339	700548	-	CDS	gene	NGFG_02310	NGFG_02310	hypothetical protein
CP003909.1	700800	701027	-	CDS	gene	NGFG_02311	NGFG_02311	hypothetical protein
CP003909.1	709082	709330	-	CDS	gene	NGFG_01084	NGFG_01084	hypothetical protein
CP003909.1	709340	709510	-	CDS	gene	NGFG_01083	NGFG_01083	hypothetical protein
CP003909.1	709673	710713	-	CDS	gene	NGFG_01081	NGFG_01081	A/G-specific adenine glycosylase
CP003909.1	710876	711916	+	CDS	gene	NGFG_01080	NGFG_01080	alcohol dehydrogenase
CP003909.1	712511	713149	-	CDS	gene	NGFG_01078	NGFG_01078	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase
CP003909.1	713359	715194	-	CDS	gene	NGFG_01077	NGFG_01077	phosphogluconate dehydratase
CP003909.1	715714	717159	+	CDS	gene	NGFG_01076	NGFG_01076	glucose-6-phosphate dehydrogenase
CP003909.1	717311	718006	+	CDS	gene	NGFG_01075	NGFG_01075	6-phosphogluconolactonase
CP003909.1	717987	718973	+	CDS	gene	NGFG_01074	NGFG_01074	glucokinase
CP003909.1	719022	719870	+	CDS	gene	NGFG_01073	NGFG_01073	RpiR family transcriptional regulator
CP003909.1	720096	721742	+	CDS	gene	NGFG_01072	NGFG_01072	glucose-6-phosphate isomerase 1
CP003909.1	721959	722972	+	CDS	gene	NGFG_01070	NGFG_01070	phage protein
CP003909.1	723017	723157	+	CDS	gene	NGFG_01069	NGFG_01069	hypothetical protein
CP003909.1	723262	723645	+	CDS	gene	NGFG_01068	NGFG_01068	hypothetical protein
CP003909.1	724283	724720	-	CDS	gene	NGFG_02312	NGFG_02312	hypothetical protein
CP003909.1	724805	725095	+	CDS	gene	NGFG_01064	NGFG_01064	proteic killer suppression protein
CP003909.1	725092	725403	+	CDS	gene	NGFG_01063	NGFG_01063	plasmid maintenance system antidote protein
CP003909.1	725419	725748	-	CDS	gene	NGFG_01062	NGFG_01062	phage protein
CP003909.1	728138	728701	-	CDS	gene	NGFG_01060	NGFG_01060	phage tail protein I
CP003909.1	728872	729486	-	CDS	gene	NGFG_01059	NGFG_01059	phage baseplate assembly protein
CP003909.1	729608	729934	-	CDS	gene	NGFG_01058	NGFG_01058	phage protein
CP003909.1	730616	730855	-	CDS	gene	NGFG_01056	NGFG_01056	phage protein
CP003909.1	730883	731536	-	CDS	gene	NGFG_02313	NGFG_02313	transposase
CP003909.1	731558	731842	-	CDS	gene	NGFG_01055	NGFG_01055	phage protein
CP003909.1	731879	732142	-	CDS	gene	NGFG_01054	NGFG_01054	phage protein
CP003909.1	732162	732410	-	CDS	gene	NGFG_01053	NGFG_01053	hypothetical protein
CP003909.1	732371	733441	-	CDS	gene	NGFG_01052	NGFG_01052	phage integrase
CP003909.1	733650	734429	-	CDS	gene	NGFG_01051	NGFG_01051	ferredoxin-NADP+ reductase
CP003909.1	735329	736387	+	CDS	gene	NGFG_01048	NGFG_01048	DNA polymerase IV
CP003909.1	738491	739255	-	CDS	gene	NGFG_01046	NGFG_01046	3-dehydroquinate dehydratase
CP003909.1	739455	740501	+	CDS	gene	NGFG_01045	NGFG_01045	protein recA
CP003909.1	741154	741489	-	CDS	gene	NGFG_01044	NGFG_01044	UPF0133 protein
CP003909.1	741570	743693	-	CDS	gene	NGFG_01043	NGFG_01043	DNA polymerase III%2C subunit gamma and tau
CP003909.1	745907	746092	+	CDS	gene	NGFG_01041	NGFG_01041	hypothetical protein
CP003909.1	746103	746771	+	CDS	gene	NGFG_01040	NGFG_01040	O-methyltransferase
CP003909.1	746771	747484	+	CDS	gene	NGFG_01039	NGFG_01039	hypothetical protein
CP003909.1	747532	748017	+	CDS	gene	NGFG_01038	NGFG_01038	phosphoribosylaminoimidazole carboxylase%2C catalytic subunit
CP003909.1	748459	748914	+	CDS	gene	NGFG_02314	NGFG_02314	hypothetical protein
CP003909.1	748932	749228	-	CDS	gene	NGFG_02315	NGFG_02315	hypothetical protein
CP003909.1	749939	750847	+	CDS	gene	NGFG_01037	NGFG_01037	outer membrane autotransporter barrel domain-containing protein
CP003909.1	751003	751659	-	CDS	gene	NGFG_01036	NGFG_01036	two-component system%2C NarL family%2C nitrate/nitrite response regulator NarL
CP003909.1	751656	753425	-	CDS	gene	NGFG_01035	NGFG_01035	two-component system%2C NarL family%2C nitrate/nitrite sensor kinase NarX
CP003909.1	753632	754246	+	CDS	gene	NGFG_01034	NGFG_01034	molybdopterin-guanine dinucleotide biosynthesis protein A
CP003909.1	754322	755026	+	CDS	gene	NGFG_01033	NGFG_01033	riboflavin synthase%2C alpha subunit
CP003909.1	755034	755897	+	CDS	gene	NGFG_01032	NGFG_01032	hypothetical protein
CP003909.1	755910	756476	-	CDS	gene	NGFG_01031	NGFG_01031	hypothetical protein
CP003909.1	756490	757173	+	CDS	gene	NGFG_01030	NGFG_01030	ribulose-phosphate 3-epimerase
CP003909.1	757418	758449	-	CDS	gene	NGFG_01029	NGFG_01029	Holliday junction ATP-dependent DNA helicase ruvB
CP003909.1	758531	758839	-	CDS	gene	NGFG_01028	NGFG_01028	hypothetical protein
CP003909.1	759257	760489	-	CDS	gene	NGFG_01027	NGFG_01027	multifunctional CCA protein
CP003909.1	760568	762196	-	CDS	gene	NGFG_01026	NGFG_01026	ABC transporter ATP-binding protein
CP003909.1	762346	762720	+	CDS	gene	NGFG_01025	NGFG_01025	ArsC family protein
CP003909.1	762769	764307	+	CDS	gene	NGFG_01024	NGFG_01024	peptidyl-prolyl cis-trans isomerase D
CP003909.1	764374	764991	+	CDS	gene	NGFG_01023	NGFG_01023	recombination protein recR
CP003909.1	765047	765325	-	CDS	gene	NGFG_01022	NGFG_01022	hypothetical protein
CP003909.1	765551	766798	+	CDS	gene	NGFG_01020	NGFG_01020	lipoprotein-releasing system transmembrane protein lolC
CP003909.1	766791	767486	+	CDS	gene	NGFG_01019	NGFG_01019	lipoprotein-releasing system ATP-binding protein LolD
CP003909.1	767553	769298	+	CDS	gene	NGFG_01018	NGFG_01018	exodeoxyribonuclease V%2C alpha subunit
CP003909.1	769591	769956	-	CDS	gene	NGFG_01016	NGFG_01016	hypothetical protein
CP003909.1	769985	770986	+	CDS	gene	NGFG_02316	NGFG_02316	hypothetical protein
CP003909.1	770789	771574	-	CDS	gene	NGFG_01015	NGFG_01015	hypothetical protein
CP003909.1	771826	774288	+	CDS	gene	NGFG_01014	NGFG_01014	ATP-dependent protease La
CP003909.1	774470	774739	+	CDS	gene	NGFG_01012	NGFG_01012	DNA-binding protein HU-beta
CP003909.1	774915	775349	-	CDS	gene	NGFG_01011	NGFG_01011	hypothetical protein
CP003909.1	775342	776649	-	CDS	gene	NGFG_01010	NGFG_01010	homoserine dehydrogenase
CP003909.1	776845	777216	+	CDS	gene	NGFG_01009	NGFG_01009	hypothetical protein
CP003909.1	777293	779215	+	CDS	gene	NGFG_01008	NGFG_01008	ABC transporter ATP-binding protein
CP003909.1	779688	780200	+	CDS	gene	NGFG_01006	NGFG_01006	hypothetical protein
CP003909.1	780248	780424	+	CDS	gene	NGFG_01005	NGFG_01005	hypothetical protein
CP003909.1	780645	781340	-	CDS	gene	NGFG_01004	NGFG_01004	TraD protein
CP003909.1	781330	783372	-	CDS	gene	NGFG_01003	NGFG_01003	conjugative coupling factor TraD%2C PFGI-1 class
CP003909.1	783369	785921	-	CDS	gene	NGFG_01002	NGFG_01002	conjugal transfer pilus assembly protein TraI
CP003909.1	785918	786337	-	CDS	gene	NGFG_01001	NGFG_01001	hypothetical protein
CP003909.1	786847	787308	+	CDS	gene	NGFG_01000	NGFG_01000	LtgX protein
CP003909.1	787278	787799	+	CDS	gene	NGFG_00999	NGFG_00999	hypothetical protein
CP003909.1	787855	788106	+	CDS	gene	NGFG_00998	NGFG_00998	conjugal transfer pilus assembly protein TraA
CP003909.1	788169	788450	+	CDS	gene	NGFG_00997	NGFG_00997	type IV conjugative transfer system protein TraL
CP003909.1	788462	789112	+	CDS	gene	NGFG_00996	NGFG_00996	type IV conjugative transfer system protein TraE
CP003909.1	789114	789848	+	CDS	gene	NGFG_00995	NGFG_00995	type-F conjugative transfer system secretin TraK
CP003909.1	789850	791163	+	CDS	gene	NGFG_00994	NGFG_00994	conjugal transfer pilus assembly protein TraB
CP003909.1	791173	791892	+	CDS	gene	NGFG_00993	NGFG_00993	thiol:disulfide interchange protein DsbC
CP003909.1	791889	792470	+	CDS	gene	NGFG_00992	NGFG_00992	type IV conjugative transfer system protein TraV
CP003909.1	792480	795056	+	CDS	gene	NGFG_00991	NGFG_00991	type-IV secretion system protein TraC
CP003909.1	795084	795632	+	CDS	gene	NGFG_00990	NGFG_00990	hypothetical protein
CP003909.1	795632	796177	+	CDS	gene	NGFG_00989	NGFG_00989	conjugal transfer pilin signal peptidase TrbI
CP003909.1	796186	796842	+	CDS	gene	NGFG_00988	NGFG_00988	type-F conjugative transfer system protein TraW
CP003909.1	796839	797957	+	CDS	gene	NGFG_00987	NGFG_00987	conjugal transfer pilus assembly protein TraU
CP003909.1	797972	798724	+	CDS	gene	NGFG_00986	NGFG_00986	type-F conjugative transfer system pilin assembly protein TrbC
CP003909.1	798721	799965	+	CDS	gene	NGFG_00985	NGFG_00985	hypothetical protein
CP003909.1	799962	801545	+	CDS	gene	NGFG_00984	NGFG_00984	conjugal transfer mating pair stabilization protein TraN
CP003909.1	801532	801957	+	CDS	gene	NGFG_00983	NGFG_00983	hypothetical protein
CP003909.1	801969	802745	+	CDS	gene	NGFG_00982	NGFG_00982	conjugal transfer pilus assembly protein TraF
CP003909.1	802917	804422	+	CDS	gene	NGFG_00981	NGFG_00981	conjugative transfer pilus assembly protein TraH
CP003909.1	804432	807431	+	CDS	gene	NGFG_00980	NGFG_00980	conjugal transfer mating pair stabilization protein TraG
CP003909.1	807473	808018	+	CDS	gene	NGFG_00979	NGFG_00979	hypothetical protein
CP003909.1	808022	808180	+	CDS	gene	NGFG_00978	NGFG_00978	hypothetical protein
CP003909.1	808675	809253	-	CDS	gene	NGFG_00976	NGFG_00976	CspA protein
CP003909.1	809456	809728	-	CDS	gene	NGFG_00975	NGFG_00975	hypothetical protein
CP003909.1	809873	810487	-	CDS	gene	NGFG_00974	NGFG_00974	hypothetical protein
CP003909.1	810540	811490	-	CDS	gene	NGFG_00973	NGFG_00973	hypothetical protein
CP003909.1	811729	812163	-	CDS	gene	NGFG_00972	NGFG_00972	hypothetical protein
CP003909.1	812180	812491	-	CDS	gene	NGFG_00971	NGFG_00971	hypothetical protein
CP003909.1	812895	813359	-	CDS	gene	NGFG_00970	NGFG_00970	hypothetical protein
CP003909.1	813448	814227	-	CDS	gene	NGFG_00969	NGFG_00969	hypothetical protein
CP003909.1	814448	814540	-	CDS	gene	NGFG_02317	NGFG_02317	hypothetical protein
CP003909.1	814540	814725	-	CDS	gene	NGFG_00968	NGFG_00968	hypothetical protein
CP003909.1	814798	815313	-	CDS	gene	NGFG_00967	NGFG_00967	hypothetical protein
CP003909.1	815405	815986	-	CDS	gene	NGFG_00966	NGFG_00966	hypothetical protein
CP003909.1	817832	818056	-	CDS	gene	NGFG_00964	NGFG_00964	hypothetical protein
CP003909.1	818292	818408	-	CDS	gene	NGFG_02318	NGFG_02318	hypothetical protein
CP003909.1	818504	818614	-	CDS	gene	NGFG_02319	NGFG_02319	hypothetical protein
CP003909.1	818608	818865	-	CDS	gene	NGFG_00963	NGFG_00963	hypothetical protein
CP003909.1	819113	821596	-	CDS	gene	NGFG_00962	NGFG_00962	hypothetical protein
CP003909.1	821692	822183	-	CDS	gene	NGFG_00961	NGFG_00961	acetyltransferase
CP003909.1	822185	822463	-	CDS	gene	NGFG_00960	NGFG_00960	hypothetical protein
CP003909.1	822702	823109	-	CDS	gene	NGFG_02320	NGFG_02320	hypothetical protein
CP003909.1	823381	823935	-	CDS	gene	NGFG_02209	NGFG_02209	hypothetical protein
CP003909.1	824289	824630	-	CDS	gene	NGFG_02321	NGFG_02321	hypothetical protein
CP003909.1	824856	825437	-	CDS	gene	NGFG_00959	NGFG_00959	hypothetical protein
CP003909.1	825447	825962	-	CDS	gene	NGFG_00958	NGFG_00958	hypothetical protein
CP003909.1	827147	827596	-	CDS	gene	NGFG_00956	NGFG_00956	hypothetical protein
CP003909.1	827860	828432	-	CDS	gene	NGFG_00955	NGFG_00955	hypothetical protein
CP003909.1	828536	829075	-	CDS	gene	NGFG_00954	NGFG_00954	hypothetical protein
CP003909.1	829090	831078	-	CDS	gene	NGFG_00953	NGFG_00953	DNA topoisomerase III
CP003909.1	831321	831752	-	CDS	gene	NGFG_00952	NGFG_00952	single-strand DNA-binding protein
CP003909.1	832772	833821	-	CDS	gene	NGFG_00950	NGFG_00950	integrating conjugative element protein
CP003909.1	834012	835529	-	CDS	gene	NGFG_00949	NGFG_00949	hypothetical protein
CP003909.1	835529	836278	-	CDS	gene	NGFG_00948	NGFG_00948	hypothetical protein
CP003909.1	836281	836886	-	CDS	gene	NGFG_00947	NGFG_00947	hypothetical protein
CP003909.1	836876	838366	-	CDS	gene	NGFG_00946	NGFG_00946	chromosome partitioning protein ParB family protein
CP003909.1	838363	839250	-	CDS	gene	NGFG_00945	NGFG_00945	hypothetical protein
CP003909.1	840045	840704	-	CDS	gene	NGFG_00943	NGFG_00943	uracil-DNA glycosylase
CP003909.1	840683	841192	+	CDS	gene	NGFG_00942	NGFG_00942	hypothetical protein
CP003909.1	841207	842154	+	CDS	gene	NGFG_00941	NGFG_00941	outer membrane protein
CP003909.1	842261	843331	-	CDS	gene	NGFG_00940	NGFG_00940	hypothetical protein
CP003909.1	843516	843791	+	CDS	gene	NGFG_00938	NGFG_00938	UPF0250 protein
CP003909.1	843793	844416	+	CDS	gene	NGFG_00937	NGFG_00937	octanoyltransferase
CP003909.1	844409	845392	+	CDS	gene	NGFG_00936	NGFG_00936	lipoyl synthase
CP003909.1	845868	846332	+	CDS	gene	NGFG_00934	NGFG_00934	bacterioferritin A
CP003909.1	846360	846833	+	CDS	gene	NGFG_00933	NGFG_00933	bacterioferritin B
CP003909.1	847161	847481	+	CDS	gene	NGFG_00932	NGFG_00932	transcriptional regulator
CP003909.1	847530	850088	+	CDS	gene	NGFG_00931	NGFG_00931	[protein-PII] uridylyltransferase
CP003909.1	850235	851698	+	CDS	gene	NGFG_00930	NGFG_00930	inosine-5'-monophosphate dehydrogenase
CP003909.1	852034	854409	-	CDS	gene	NGFG_00928	NGFG_00928	ribonuclease R
CP003909.1	855110	856921	-	CDS	gene	NGFG_00926	NGFG_00926	GTP-binding protein TypA/BipA
CP003909.1	857038	857928	-	CDS	gene	NGFG_00925	NGFG_00925	carbohydrate kinase
CP003909.1	857993	858649	+	CDS	gene	NGFG_00924	NGFG_00924	nickel-dependent hydrogenase%2C b-type cytochrome subunit
CP003909.1	859078	860160	+	CDS	gene	NGFG_00923	NGFG_00923	siroheme synthase
CP003909.1	860228	860911	+	CDS	gene	NGFG_00922	NGFG_00922	sulfite reductase [NADPH] flavoprotein alpha-component
CP003909.1	860916	861950	+	CDS	gene	NGFG_00921	NGFG_00921	sulfite reductase [NADPH] flavoprotein alpha-component
CP003909.1	861977	862264	+	CDS	gene	NGFG_00920	NGFG_00920	sulfite reductase [NADPH] hemoprotein beta-component
CP003909.1	862345	863742	+	CDS	gene	NGFG_00919	NGFG_00919	sulfite reductase [NADPH] hemoprotein beta-component
CP003909.1	863915	865774	+	CDS	gene	NGFG_00918	NGFG_00918	dihydroxy-acid dehydratase
CP003909.1	866194	867033	+	CDS	gene	NGFG_02322	NGFG_02322	hypothetical protein
CP003909.1	867129	868379	-	CDS	gene	NGFG_00914	NGFG_00914	biotin synthase
