seqName	start	ende	direction	type1	type2	Name	product	locus_tag
NC_002946.2	493183	496230	+	CDS	gene	NGO_RS02655	tape measure protein	NGO_0522
NC_002946.2	496290	496769	-	CDS	gene	NGO_RS02660	DUF4760 domain-containing protein	NGO_0523
NC_002946.2	497111	498100	-	CDS	gene	NGO_RS02665	site-specific integrase	NGO_0524
NC_002946.2	498360	498548	-	CDS	gene	NGO_RS02670	hypothetical protein	NGO_0525
NC_002946.2	498789	499823	+	CDS	gene	NGO_RS02675	phosphoribosylformylglycinamidine cyclo-ligase	NGO_0526
NC_002946.2	500607	500858	+	CDS	pseudogene	NGO_RS02680	hypothetical protein	
NC_002946.2	500821	501474	+	CDS	gene	NGO_RS02685	IS1595 family transposase	NGO_0528
NC_002946.2	501608	503635	+	CDS	gene	NGO_RS02690	BCCT family transporter	NGO_0529
NC_002946.2	503725	505278	-	CDS	gene	NGO_RS02695	fatty acid--CoA ligase	NGO_0530
NC_002946.2	505529	506722	-	CDS	gene	NGO_RS02700	SGNH/GDSL hydrolase family protein	NGO_0532
NC_002946.2	506719	507702	-	CDS	gene	NGO_RS02705	DUF459 domain-containing protein	NGO_0533
NC_002946.2	507713	509149	-	CDS	gene	NGO_RS02710	MBOAT family protein	NGO_0534
NC_002946.2	509279	510444	-	CDS	pseudogene	NGO_RS02715	sugar transporter	
NC_002946.2	510885	511097	+	CDS	gene	NGO_RS02720	heavy-metal-associated domain-containing protein	NGO_0537
NC_002946.2	511076	511285	-	CDS	gene	NGO_RS02725	hypothetical protein	NGO_02840
NC_002946.2	511297	512823	+	CDS	gene	NGO_RS02730	methyltransferase regulatory domain-containing protein	NGO_0537a
NC_002946.2	512905	514002	+	CDS	gene	NGO_RS02735	hypothetical protein	NGO_0539
NC_002946.2	514116	515231	+	CDS	pseudogene	NGO_RS02740	glycerate kinase	NGO_02855
NC_002946.2	515299	515811	+	CDS	gene	NGO_RS02745	low molecular weight phosphotyrosine protein phosphatase	NGO_0541
NC_002946.2	515888	516364	+	CDS	gene	NGO_RS02750	transcriptional repressor	NGO_0542
NC_002946.2	516352	517278	+	CDS	gene	NGO_RS02755	GTP-binding protein	NGO_0543
NC_002946.2	517343	517900	+	CDS	gene	NGO_RS02760	peptidyl-prolyl cis-trans isomerase	NGO_0544
NC_002946.2	518016	520079	+	CDS	gene	NGO_RS02765	site-specific DNA-methyltransferase	NGO_0545
NC_002946.2	520169	523108	+	CDS	gene	NGO_RS02770	type III restriction-modification system endonuclease	NGO_0546
NC_002946.2	523202	524161	-	CDS	gene	ttcA	tRNA 2-thiocytidine(32) synthetase TtcA	NGO_0547
NC_002946.2	524253	525116	-	CDS	gene	NGO_RS02780	folate-binding protein YgfZ	NGO_0548
NC_002946.2	525151	525513	-	CDS	gene	NGO_RS02785	RidA family protein	NGO_0549
NC_002946.2	525588	526067	+	CDS	gene	ybaK	Cys-tRNA(Pro) deacylase	NGO_0550
NC_002946.2	526089	526781	+	CDS	gene	NGO_RS02795	DnaJ domain-containing protein	NGO_0551
NC_002946.2	526785	527660	+	CDS	gene	NGO_RS02800	DMT family transporter	NGO_0552
NC_002946.2	527868	531488	+	CDS	gene	NGO_RS02805	TonB-dependent receptor	NGO_0553
NC_002946.2	531770	532720	+	CDS	gene	NGO_RS02810	hypothetical protein	NGO_0554
NC_002946.2	532940	534433	+	CDS	gene	NGO_RS02815	DUF560 domain-containing protein	NGO_0555
NC_002946.2	534501	535898	-	CDS	gene	aspA	aspartate ammonia-lyase	NGO_0556
NC_002946.2	536176	536736	-	CDS	gene	NGO_RS02825	polyisoprenoid-binding protein	NGO_0558
NC_002946.2	536937	537590	+	CDS	gene	NGO_RS02830	IS1595 family transposase	NGO_0559
NC_002946.2	537765	540009	+	CDS	pseudogene	NGO_RS02835	TonB-dependent siderophore receptor	
NC_002946.2	540134	541684	+	CDS	gene	NGO_RS02840	YdgA family protein	NGO_0561
NC_002946.2	542108	543892	-	CDS	gene	lpdA	dihydrolipoyl dehydrogenase	NGO_0562
NC_002946.2	543910	544344	-	CDS	gene	NGO_RS02850	hypothetical protein	NGO_0563
NC_002946.2	544445	546034	-	CDS	gene	aceF	dihydrolipoyllysine-residue acetyltransferase	NGO_0564
NC_002946.2	546184	548847	-	CDS	gene	aceE	pyruvate dehydrogenase (acetyl-transferring)%2C homodimeric type	NGO_0565
NC_002946.2	549544	551256	+	CDS	gene	NGO_RS02865	proline--tRNA ligase	NGO_0566
NC_002946.2	551319	551975	+	CDS	gene	NGO_RS02870	fumarylacetoacetate hydrolase family protein	NGO_0567
NC_002946.2	551985	552440	-	CDS	gene	ruvX	Holliday junction resolvase RuvX	NGO_0568
NC_002946.2	552433	552981	-	CDS	gene	NGO_RS02880	YqgE/AlgH family protein	NGO_0569
NC_002946.2	552983	553543	-	CDS	gene	NGO_RS02885	CreA family protein	NGO_0570
NC_002946.2	553869	555665	+	CDS	gene	NGO_RS02890	peptidoglycan DD-metalloendopeptidase family protein	NGO_0571
NC_002946.2	555792	557267	+	CDS	gene	NGO_RS02895	S41 family peptidase	NGO_0572
NC_002946.2	557597	559624	+	CDS	gene	uvrB	excinuclease ABC subunit B	NGO_0573
NC_002946.2	559802	560560	-	CDS	gene	NGO_RS02905	carbonic anhydrase family protein	NGO_0574
NC_002946.2	560969	561316	-	CDS	gene	NGO_RS02910	hypothetical protein	
NC_002946.2	561640	562356	-	CDS	gene	trmB	tRNA (guanosine(46)-N7)-methyltransferase TrmB	NGO_0575
NC_002946.2	562498	563564	-	CDS	pseudogene	NGO_RS02920	sel1 repeat family protein	NGO_03050
NC_002946.2	564000	565886	-	CDS	gene	uvrC	excinuclease ABC subunit UvrC	NGO_0578
NC_002946.2	565941	568118	-	CDS	gene	NGO_RS02930	copper-translocating P-type ATPase	NGO_0579
NC_002946.2	568257	569207	+	CDS	gene	trxB	thioredoxin-disulfide reductase	NGO_0580
NC_002946.2	569363	569731	+	CDS	gene	rpsF	30S ribosomal protein S6	NGO_0581
NC_002946.2	569732	570034	+	CDS	gene	priB	primosomal replication protein N	NGO_0582
NC_002946.2	570041	570271	+	CDS	gene	rpsR	30S ribosomal protein S18	NGO_0583
NC_002946.2	570288	570740	+	CDS	gene	NGO_RS02955	50S ribosomal protein L9	NGO_0584
NC_002946.2	571363	572169	-	CDS	gene	NGO_RS02960	sulfite exporter TauE/SafE family protein	NGO_0585
NC_002946.2	572170	572916	-	CDS	gene	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	NGO_0586
NC_002946.2	573500	573982	+	CDS	gene	NGO_RS02970	DUF4189 domain-containing protein	NGO_0588
NC_002946.2	574029	575240	-	CDS	gene	NGO_RS02975	uracil-xanthine permease	NGO_0589
NC_002946.2	575462	577900	+	CDS	gene	NGO_RS02980	DNA translocase FtsK	NGO_0590
NC_002946.2	578101	578550	-	CDS	gene	NGO_RS02985	transposase	NGO_0590a
NC_002946.2	578775	580085	+	CDS	gene	NGO_RS02990	trigger factor	NGO_0592
NC_002946.2	580181	580795	+	CDS	gene	clpP	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	NGO_0593
NC_002946.2	580849	582114	-	CDS	gene	ispG	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	NGO_0594
NC_002946.2	582130	582891	-	CDS	gene	pilW	type IV pilus biogenesis/stability protein PilW	NGO_0595
NC_002946.2	582894	583988	-	CDS	gene	rlmN	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	NGO_0596
NC_002946.2	584132	584557	-	CDS	gene	ndk	nucleoside-diphosphate kinase	NGO_0597
NC_002946.2	584616	585767	-	CDS	gene	NGO_RS03020	cell division protein ZapE	NGO_0598
NC_002946.2	586297	587124	-	CDS	gene	fghA	S-formylglutathione hydrolase	NGO_0600
NC_002946.2	587133	588270	-	CDS	pseudogene	NGO_RS03030	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	NGO_03170
NC_002946.2	588393	588800	+	CDS	gene	NGO_RS03035	MerR family transcriptional regulator	NGO_0602
NC_002946.2	588996	589310	-	CDS	gene	NGO_RS03040	integration host factor subunit beta	NGO_0603
NC_002946.2	589321	591006	-	CDS	gene	rpsA	30S ribosomal protein S1	NGO_0604
NC_002946.2	591159	591815	-	CDS	gene	NGO_RS03050	(d)CMP kinase	NGO_0605
NC_002946.2	592048	593418	-	CDS	gene	NGO_RS03055	sodium-dependent transporter	NGO_0606
NC_002946.2	593892	594584	-	CDS	gene	NGO_RS03060	pseudouridine synthase	NGO_0607
NC_002946.2	594652	596628	-	CDS	gene	NGO_RS03065	LysM peptidoglycan-binding domain-containing protein	NGO_0608
NC_002946.2	596807	597472	+	CDS	gene	NGO_RS03070	methyltransferase domain-containing protein	NGO_0609
NC_002946.2	597525	598352	+	CDS	gene	mutM	DNA-formamidopyrimidine glycosylase	NGO_0610
NC_002946.2	598440	599207	+	CDS	gene	NGO_RS03080	1-acyl-sn-glycerol-3-phosphate acyltransferase	NGO_0611
NC_002946.2	599470	599781	-	CDS	gene	NGO_RS03085	hypothetical protein	NGO_0613
NC_002946.2	600312	602591	+	CDS	gene	nrdA	ribonucleoside-diphosphate reductase subunit alpha	NGO_0614
NC_002946.2	602883	604037	+	CDS	gene	nrdB	ribonucleotide-diphosphate reductase subunit beta	NGO_0615
NC_002946.2	604158	604448	+	CDS	gene	NGO_RS03100	2Fe-2S ferredoxin-like protein	NGO_6151
NC_002946.2	604489	604767	-	CDS	gene	ftsB	cell division protein FtsB	NGO_0616
NC_002946.2	604935	606221	-	CDS	gene	eno	phosphopyruvate hydratase	NGO_0617
NC_002946.2	606268	606708	-	CDS	gene	NGO_RS03115	DUF4149 domain-containing protein	NGO_0618
NC_002946.2	606723	607565	-	CDS	gene	kdsA	3-deoxy-8-phosphooctulonate synthase	NGO_0619
NC_002946.2	607587	607970	-	CDS	gene	NGO_RS03125	aspartate 1-decarboxylase	NGO_0620
NC_002946.2	608132	608434	-	CDS	gene	NGO_RS03130	DUF2004 domain-containing protein	NGO_0621
NC_002946.2	608660	612364	-	CDS	gene	mfd	transcription-repair coupling factor	NGO_0623
NC_002946.2	612585	613976	+	CDS	gene	NGO_RS03140	acyl-CoA/acyl-ACP dehydrogenase	NGO_0624
NC_002946.2	614124	615215	+	CDS	gene	mltB	lytic murein transglycosylase B	NGO_0626
NC_002946.2	615338	617344	-	CDS	gene	NGO_RS03150	site-specific recombinase	NGO_0627
NC_002946.2	617567	618220	+	CDS	gene	NGO_RS03155	IS1595 family transposase	NGO_0628
NC_002946.2	618439	621189	-	CDS	gene	gyrA	DNA gyrase subunit A	NGO_0629
NC_002946.2	621287	621787	-	CDS	gene	hscB	Fe-S protein assembly co-chaperone HscB	NGO_0630
NC_002946.2	621869	622090	+	CDS	gene	NGO_RS03170	alternative ribosome-rescue factor A	NGO_03320
NC_002946.2	622050	622370	-	CDS	gene	iscA	iron-sulfur cluster assembly protein IscA	NGO_0632
NC_002946.2	622457	622843	-	CDS	gene	iscU	Fe-S cluster assembly scaffold IscU	NGO_0633
NC_002946.2	622856	623350	-	CDS	gene	NGO_RS03185	Fic family protein	NGO_03335
NC_002946.2	623656	623967	-	CDS	gene	NGO_RS03190	hypothetical protein	NGO_0635
NC_002946.2	623952	625166	-	CDS	gene	iscS	IscS subfamily cysteine desulfurase	NGO_0636
NC_002946.2	625195	625641	-	CDS	gene	iscR	Fe-S cluster assembly transcriptional regulator IscR	NGO_0637
NC_002946.2	625640	625870	+	CDS	gene	NGO_RS03205	hypothetical protein	NGO_0638
NC_002946.2	625991	627163	+	CDS	gene	NGO_RS03210	alpha-hydroxy-acid oxidizing protein	NGO_0639
NC_002946.2	627312	630086	-	CDS	gene	NGO_RS03215	DEAD/DEAH box helicase family protein	NGO_0640
NC_002946.2	630076	632346	-	CDS	gene	NGO_RS03220	type III restriction endonuclease HindVIP subunit M	NGO_0641
NC_002946.2	632563	633483	-	CDS	gene	truB	tRNA pseudouridine(55) synthase TruB	NGO_0642
NC_002946.2	633541	634065	-	CDS	gene	NGO_RS03230	hypothetical protein	NGO_0643
NC_002946.2	634076	634447	-	CDS	gene	rbfA	30S ribosome-binding factor RbfA	NGO_0644
NC_002946.2	634630	635874	+	CDS	gene	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	NGO_0645
NC_002946.2	635981	637174	-	CDS	gene	NGO_RS03245	aspartate aminotransferase family protein	NGO_0646
NC_002946.2	637273	637530	-	CDS	gene	NGO_RS03250	hypothetical protein	NGO_03400
NC_002946.2	637578	638078	+	CDS	gene	NGO_RS03255	hypothetical protein	NGO_0647
NC_002946.2	638163	638717	+	CDS	gene	NGO_RS03260	hypothetical protein	NGO_0648
NC_002946.2	638731	638931	+	CDS	gene	NGO_RS03265	hypothetical protein	NGO_0649
NC_002946.2	639282	640670	-	CDS	gene	NGO_RS03270	DEAD/DEAH box helicase	NGO_0650
NC_002946.2	640998	641945	+	CDS	gene	NGO_RS03275	class I SAM-dependent methyltransferase	NGO_0651
NC_002946.2	641997	642329	-	CDS	gene	trxA	thioredoxin TrxA	NGO_0652
NC_002946.2	642627	643100	+	CDS	gene	NGO_RS03285	iron-sulfur cluster repair protein DnrN	NGO_0653
NC_002946.2	643171	643992	-	CDS	gene	nadE	NAD(+) synthase	NGO_0654
NC_002946.2	644189	645544	+	CDS	gene	NGO_RS03295	exodeoxyribonuclease VII large subunit	NGO_0655
NC_002946.2	646046	647587	+	CDS	gene	NGO_RS03300	OFA family MFS transporter	NGO_0656
NC_002946.2	647646	648695	-	CDS	gene	NGO_RS03305	rRNA pseudouridine synthase	NGO_0657
NC_002946.2	648704	648856	-	CDS	gene	NGO_RS11075	hypothetical protein	
NC_002946.2	648916	649548	+	CDS	gene	pdxH	pyridoxamine 5'-phosphate oxidase	NGO_0658
NC_002946.2	649678	650688	-	CDS	gene	NGO_RS03315	2Fe-2S iron-sulfur cluster binding domain-containing protein	NGO_0659
NC_002946.2	650780	652210	-	CDS	gene	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	NGO_0660
NC_002946.2	652253	653185	-	CDS	gene	NGO_RS03325	VirK/YbjX family protein	NGO_0661
NC_002946.2	653182	654627	-	CDS	gene	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	NGO_0662
NC_002946.2	654690	654980	-	CDS	gene	gatC	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	NGO_0663
NC_002946.2	655130	655783	+	CDS	gene	NGO_RS03340	MarC family protein	NGO_0664
NC_002946.2	655788	657131	+	CDS	gene	NGO_RS03345	aldehyde dehydrogenase family protein	NGO_0665
NC_002946.2	657180	657608	-	CDS	gene	NGO_RS03350	DUF4124 domain-containing protein	NGO_0666
NC_002946.2	657756	657896	+	CDS	gene	NGO_RS03355	hypothetical protein	
NC_002946.2	657954	659210	-	CDS	gene	NGO_RS03360	RsmB/NOP family class I SAM-dependent RNA methyltransferase	NGO_0668
NC_002946.2	659246	660115	-	CDS	gene	NGO_RS03365	DUF1853 family protein	NGO_0669
NC_002946.2	660156	660971	-	CDS	gene	NGO_RS03370	RNA methyltransferase	NGO_0670
NC_002946.2	661005	661205	+	CDS	gene	NGO_RS03375	hypothetical protein	
NC_002946.2	661215	662000	+	CDS	gene	NGO_RS03380	inositol monophosphatase	NGO_0671
NC_002946.2	662306	662959	+	CDS	gene	NGO_RS03385	IS1595 family transposase	NGO_0673
NC_002946.2	662987	664057	-	CDS	gene	leuB	3-isopropylmalate dehydrogenase	NGO_0674
NC_002946.2	664091	664822	-	CDS	gene	NGO_RS03395	NgoBV family restriction endonuclease	NGO_0675
NC_002946.2	664838	666109	-	CDS	gene	NGO_RS03400	DNA cytosine methyltransferase	NGO_0676
NC_002946.2	666276	666917	-	CDS	gene	leuD	3-isopropylmalate dehydratase small subunit	NGO_0677
NC_002946.2	666979	667233	-	CDS	gene	NGO_RS03410	hypothetical protein	NGO_0678
NC_002946.2	667328	668737	-	CDS	gene	leuC	3-isopropylmalate dehydratase large subunit	NGO_0679
NC_002946.2	668989	670338	+	CDS	gene	gshA	glutamate--cysteine ligase	NGO_0680
NC_002946.2	670461	671138	+	CDS	gene	NGO_RS03425	DNA repair protein RadC	NGO_0681
NC_002946.2	671211	671936	+	CDS	gene	NGO_RS03430	epoxyqueuosine reductase QueH	NGO_0682
NC_002946.2	672088	673368	+	CDS	gene	NGO_RS03435	CAP domain-containing protein	NGO_0683
NC_002946.2	673374	674552	+	CDS	gene	hflX	GTPase HflX	NGO_0684
NC_002946.2	674549	677005	+	CDS	gene	NGO_RS03445	heavy metal translocating P-type ATPase	NGO_0685
NC_002946.2	677673	678449	-	CDS	gene	NGO_RS03450	ferredoxin--NADP reductase	NGO_0687
NC_002946.2	678637	679419	-	CDS	gene	NGO_RS03455	hypothetical protein	NGO_0688
NC_002946.2	679478	680887	-	CDS	gene	NGO_RS03460	threonine synthase	NGO_0689
NC_002946.2	680960	681328	-	CDS	gene	NGO_RS03465	hypothetical protein	NGO_0690
NC_002946.2	681579	683030	-	CDS	pseudogene	NGO_RS03470	DUF3360 family protein	NGO_03625
NC_002946.2	683284	684200	+	CDS	pseudogene	NGO_RS03475	LysR family transcriptional regulator	NGO_03630
NC_002946.2	684226	684697	-	CDS	pseudogene	NGO_RS03480	hypothetical protein	NGO_0693
NC_002946.2	684728	687346	-	CDS	gene	NGO_RS03485	autotransporter outer membrane beta-barrel domain-containing protein	NGO_0694
NC_002946.2	687402	687863	-	CDS	gene	NGO_RS03490	autotransporter	NGO_03645
NC_002946.2	687832	688380	-	CDS	gene	NGO_RS03495	hypothetical protein	NGO_03650
NC_002946.2	688651	689961	+	CDS	gene	NGO_RS03500	replication-associated recombination protein A	NGO_0696
NC_002946.2	690081	693086	+	CDS	gene	NGO_RS03505	type I restriction endonuclease subunit R	NGO_0697
NC_002946.2	693136	693366	+	CDS	pseudogene	NGO_RS03510	hydroxyacid dehydrogenase	NGO_0698
NC_002946.2	693416	694618	+	CDS	gene	NGO_RS03515	restriction endonuclease subunit S	NGO_0699
NC_002946.2	694611	695171	+	CDS	gene	NGO_RS03520	hypothetical protein	NGO_0700
NC_002946.2	695182	696024	+	CDS	gene	NGO_RS03525	hypothetical protein	NGO_0701
NC_002946.2	696091	697692	+	CDS	gene	NGO_RS03530	SAM-dependent DNA methyltransferase	NGO_0702
NC_002946.2	697703	697840	+	CDS	gene	NGO_RS03535	hypothetical protein	NGO_03690
NC_002946.2	698003	699340	-	CDS	gene	ribB	3%2C4-dihydroxy-2-butanone-4-phosphate synthase	NGO_0704
NC_002946.2	699927	700178	-	CDS	pseudogene	NGO_RS03545	transposase	
NC_002946.2	700379	701170	+	CDS	gene	NGO_RS03550	filamentous hemagglutinin N-terminal domain-containing protein	
NC_002946.2	702491	704650	+	CDS	gene	NGO_RS03555	hemagglutinin repeat-containing protein	
NC_002946.2	704610	705743	+	CDS	gene	NGO_RS03560	hemagglutinin repeat-containing protein	
NC_002946.2	705814	706260	+	CDS	gene	NGO_RS03565	hypothetical protein	NGO_03710
NC_002946.2	706285	706518	+	CDS	gene	NGO_RS03570	VENN motif pre-toxin domain-containing protein	NGO_03715
NC_002946.2	706556	707353	+	CDS	gene	NGO_RS03575	ShlB/FhaC/HecB family hemolysin secretion/activation protein	NGO_03720
NC_002946.2	707384	708412	+	CDS	gene	NGO_RS03580	ShlB/FhaC/HecB family hemolysin secretion/activation protein	NGO_03725
NC_002946.2	708430	708798	+	CDS	gene	NGO_RS03585	hypothetical protein	NGO_0709
NC_002946.2	709174	710214	-	CDS	gene	mutY	A/G-specific adenine glycosylase	NGO_0710
NC_002946.2	710377	711416	+	CDS	pseudogene	NGO_RS03595	zinc-dependent alcohol dehydrogenase family protein	NGO_0711
NC_002946.2	711637	711822	+	CDS	gene	NGO_RS03600	hypothetical protein	NGO_0712
NC_002946.2	712011	712649	-	CDS	gene	NGO_RS03605	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	NGO_0713
NC_002946.2	712859	714694	-	CDS	gene	edd	phosphogluconate dehydratase	NGO_0714
NC_002946.2	715214	716659	+	CDS	gene	zwf	glucose-6-phosphate dehydrogenase	NGO_0715
NC_002946.2	716811	717506	+	CDS	gene	pgl	6-phosphogluconolactonase	NGO_0716
NC_002946.2	717487	718473	+	CDS	gene	NGO_RS03625	glucokinase	NGO_0717
NC_002946.2	718522	719370	+	CDS	gene	hexR	DNA-binding transcriptional regulator HexR	NGO_0718
NC_002946.2	719596	721242	+	CDS	gene	pgi	glucose-6-phosphate isomerase	NGO_0719
NC_002946.2	721459	722472	+	CDS	gene	NGO_RS03640	DUF1311 domain-containing protein	NGO_0721
NC_002946.2	722517	722657	+	CDS	gene	NGO_RS11080	hypothetical protein	NGO_0722
NC_002946.2	722896	723144	+	CDS	gene	NGO_RS03645	type II toxin-antitoxin system HicB family antitoxin	NGO_0723
NC_002946.2	723578	725031	-	CDS	pseudogene	NGO_RS03650	tail fiber protein	
NC_002946.2	725260	725829	-	CDS	gene	NGO_RS03655	tail fiber protein	NGO_03835
NC_002946.2	725869	726432	-	CDS	gene	NGO_RS03660	phage tail protein	NGO_0725a
NC_002946.2	726522	727315	-	CDS	pseudogene	NGO_RS03665	baseplate protein	NGO_0727
NC_002946.2	727336	727662	-	CDS	gene	NGO_RS11085	GPW/gp25 family protein	NGO_03855
NC_002946.2	727659	727853	-	CDS	gene	NGO_RS11090	baseplate assembly protein	NGO_03860
NC_002946.2	727879	728241	-	CDS	pseudogene	NGO_RS11095	phage baseplate assembly protein V	
NC_002946.2	728344	728556	-	CDS	gene	NGO_RS03675	helix-turn-helix transcriptional regulator	NGO_0729
NC_002946.2	728611	729264	-	CDS	gene	NGO_RS03680	IS1595 family transposase	NGO_0730
NC_002946.2	729286	729570	-	CDS	gene	NGO_RS03685	hypothetical protein	NGO_0731
NC_002946.2	729607	729870	-	CDS	gene	NGO_RS03690	hypothetical protein	NGO_0732
NC_002946.2	729890	731169	-	CDS	pseudogene	NGO_RS03695	integrase arm-type DNA-binding domain-containing protein	NGO_03890
NC_002946.2	731378	732157	-	CDS	gene	NGO_RS03700	ferredoxin--NADP reductase	NGO_0734
NC_002946.2	733057	734115	+	CDS	gene	dinB	DNA polymerase IV	NGO_0738
NC_002946.2	734185	736200	-	CDS	gene	rep	DNA helicase Rep	NGO_0739
NC_002946.2	736220	736984	-	CDS	gene	NGO_RS03715	type I 3-dehydroquinate dehydratase	NGO_0740
NC_002946.2	737184	738230	+	CDS	gene	recA	recombinase RecA	NGO_0741
NC_002946.2	738883	739218	-	CDS	gene	NGO_RS03725	YbaB/EbfC family nucleoid-associated protein	NGO_0742
NC_002946.2	739299	741422	-	CDS	gene	dnaX	DNA polymerase III subunit gamma/tau	NGO_0743
NC_002946.2	740194	740233	-	NA	sequence_feature			
NC_002946.2	741517	743493	-	CDS	gene	mutL	DNA mismatch repair endonuclease MutL	NGO_0744
NC_002946.2	743637	743822	+	CDS	gene	NGO_RS03740	DUF3460 family protein	NGO_0745
NC_002946.2	743833	744501	+	CDS	gene	NGO_RS03745	O-methyltransferase	NGO_0746
NC_002946.2	744501	745214	+	CDS	gene	NGO_RS03750	tetratricopeptide repeat protein	NGO_0747
NC_002946.2	745262	745747	+	CDS	gene	purE	5-(carboxyamino)imidazole ribonucleotide mutase	NGO_0748
NC_002946.2	745959	746447	-	CDS	gene	NGO_RS03760	transposase	NGO_03975
NC_002946.2	746456	746719	-	CDS	gene	NGO_RS03765	transposase	
NC_002946.2	747141	747506	+	CDS	pseudogene	NGO_RS03770	transposase	NGO_03985
NC_002946.2	747669	748577	+	CDS	gene	NGO_RS03775	autotransporter outer membrane beta-barrel domain-containing protein	NGO_0751
NC_002946.2	748733	749389	-	CDS	gene	NGO_RS03780	response regulator transcription factor	NGO_0752
NC_002946.2	749386	751155	-	CDS	gene	NGO_RS03785	type IV pili methyl-accepting chemotaxis transducer N-terminal domain-containing protein	NGO_0753
NC_002946.2	751362	751976	+	CDS	gene	NGO_RS03790	molybdenum cofactor guanylyltransferase	NGO_0754
NC_002946.2	752139	752756	+	CDS	gene	NGO_RS03795	riboflavin synthase	NGO_0755
NC_002946.2	752764	753627	+	CDS	gene	NGO_RS03800	ATP-binding protein	NGO_0756
NC_002946.2	753640	754074	-	CDS	gene	NGO_RS03805	Spy/CpxP family protein refolding chaperone	NGO_0757
NC_002946.2	754220	754912	+	CDS	gene	rpe	ribulose-phosphate 3-epimerase	NGO_0758
NC_002946.2	755151	756182	-	CDS	gene	ruvB	Holliday junction branch migration DNA helicase RuvB	NGO_0760
NC_002946.2	756266	756574	-	CDS	gene	NGO_RS03820	hypothetical protein	NGO_0761
NC_002946.2	756992	758224	-	CDS	gene	NGO_RS03825	multifunctional CCA addition/repair protein	NGO_0763
NC_002946.2	758303	759931	-	CDS	gene	NGO_RS03830	ABC-F family ATPase	NGO_0764
NC_002946.2	760081	760455	+	CDS	gene	NGO_RS03835	arsenate reductase	NGO_0765
NC_002946.2	760504	762042	+	CDS	gene	NGO_RS03840	SurA N-terminal domain-containing protein	NGO_0766
NC_002946.2	762109	762726	+	CDS	gene	recR	recombination protein RecR	NGO_0767
NC_002946.2	762782	763061	-	CDS	pseudogene	NGO_RS03850	hypothetical protein	NGO_04070
NC_002946.2	763287	764534	+	CDS	gene	NGO_RS03855	lipoprotein-releasing ABC transporter permease subunit	NGO_0769
NC_002946.2	764527	765222	+	CDS	gene	lolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD	NGO_0770
NC_002946.2	765289	767034	+	CDS	gene	recD	exodeoxyribonuclease V subunit alpha	NGO_0771
NC_002946.2	767106	767753	-	CDS	pseudogene	NGO_RS03870	class I SAM-dependent methyltransferase	NGO_04090
NC_002946.2	767761	768723	+	CDS	gene	NGO_RS03875	transposase	NGO_0773
NC_002946.2	768856	769311	-	CDS	pseudogene	NGO_RS03880	methyltransferase	NGO_04100
NC_002946.2	769563	772025	+	CDS	gene	lon	endopeptidase La	NGO_0775
NC_002946.2	772207	772476	+	CDS	gene	NGO_RS03890	HU family DNA-binding protein	NGO_0777
NC_002946.2	772652	773086	-	CDS	gene	NGO_RS03895	hypothetical protein	NGO_0778
NC_002946.2	773079	774386	-	CDS	gene	NGO_RS03900	homoserine dehydrogenase	NGO_0779
NC_002946.2	774582	774953	+	CDS	gene	NGO_RS03905	Mth938-like domain-containing protein	NGO_0780
NC_002946.2	775030	776952	+	CDS	gene	NGO_RS03910	ATP-binding cassette domain-containing protein	NGO_0781
NC_002946.2	776939	777334	+	CDS	gene	NGO_RS03915	hypothetical protein	NGO_0782
NC_002946.2	777425	777937	+	CDS	gene	NGO_RS03920	hypothetical protein	NGO_0783
NC_002946.2	778313	778495	-	CDS	gene	NGO_RS03925	hypothetical protein	
NC_002946.2	778599	778685	-	CDS	pseudogene	NGO_RS03930	MBL fold metallo-hydrolase	
NC_002946.2	778867	779526	-	CDS	gene	ung	uracil-DNA glycosylase	NGO_0786
NC_002946.2	779607	780014	+	CDS	gene	NGO_RS03940	NfeD family protein	NGO_0787
NC_002946.2	780029	780976	+	CDS	gene	NGO_RS03945	paraslipin	NGO_0788
NC_002946.2	781083	782153	-	CDS	gene	NGO_RS03950	AI-2E family transporter	NGO_0789
NC_002946.2	782338	782613	+	CDS	gene	NGO_RS03955	YbeD family protein	NGO_0791
NC_002946.2	782615	783238	+	CDS	gene	lipB	lipoyl(octanoyl) transferase LipB	NGO_0792
NC_002946.2	783231	784214	+	CDS	gene	lipA	lipoyl synthase	NGO_0793
NC_002946.2	784689	785153	+	CDS	gene	bfr	bacterioferritin	NGO_0794
NC_002946.2	785181	785654	+	CDS	gene	bfr	bacterioferritin	NGO_0795
